impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K25-175836,A723159,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2900067,LOST,Junior,Dog,Unknown<p/>,Unknown,Australian Shepherd,Unknown,"Jan 24, 2025",Date Lost,31400 block of  11TH PL SW,Federal Way,,98023,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2900067,Image Copyright HLP Inc. 2025,"Description: Junior is a medium sized male Aussie mix. He is white and gray with black dots. His eye colors are gold and blue. he has black collar. He doesn't have any name tag. he has very short tail. He is deaf and about 9 months old.<p/>Age: Unknown<p/>Location Lost: 31434 11th Pl SW, Federal Way WA  98023<p/>Lost Date: 2025-01-24<p/>",
K25-176453,A724353,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2909032,LOST,Risya,Cat,Unknown<p/>,Female,Maine Coon,Unknown,"Feb 17, 2025",Date Lost,3400 block of  S 252ND PL,Kent,,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2909032,Image Copyright HLP Inc. 2025,"Description: Orange color<p/>Age: Unknown<p/>Location Lost: 3408 South 252nd Place, Kent WA  98032<p/>Lost Date: 2025-02-17<p/>",
K25-176058,A723680,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2903524,In Public Home,,Dog,Unknown<p/>,Unknown,American Pit Bull Terrier,Unknown,"Feb 04, 2025",Date Found,N  87th St & Palatine Ave N,Seattle,,98103,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2903524,Image Copyright HLP Inc. 2025,"Description: Brindle dog (unknown breed because we have only heard about it) tied up near the Sedges Apartment Complex. Local neighbor came into the clinic to tell us, refused to call himself and asked if we would<p/>Age: Unknown<p/>Found Near: 87th and Palatine Ave N, Seattle WA  98103<p/>Found Date: 2025-02-04<p/>",
K25-176721,A724832,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2912704,LOST,Beebee,Cat,Over 1 year<p/>,Female,Domestic Mediumhair,Unknown,"Mar 01, 2025",Date Lost,98055 98055,,,98055,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2912704,Image Copyright HLP Inc. 2025,"Description: Gray and white medium hair female cat<p/>Age: Over 1 year<p/>Location Lost: 190th Pl Se and 187th ave Se, Kent WA  98042<p/>Lost Date: 2025-03-01<p/>",
K25-176429,A724314,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 YEARS,Female,Domestic Mediumhair,Torbie / White,"Feb 19, 2025",Received on,28300 block of  85TH AVE S,KENT,WA,98032,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724314,Image Copyright HLP Inc. 2025,Received on: 2025-02-19<p/> Found Near: 28300 block of  85TH AVE S<p/> Description: Torbie / White Female Domestic Mediumhair Cat<p/> Age: 3 YEARS<p/> Current Location: In RASKC Foster Home <p/>,
K25-176549,A724528,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2910394,In Public Home,,Dog,Unknown<p/>,Unknown,Standard Schnauzer,Unknown,"Feb 23, 2025",Date Found,243rd  Ave NE & NE 14th St,Sammamish,,98074,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2910394,Image Copyright HLP Inc. 2025,Description: Small/medium older appearing dog. Scruffy long hair and light brown/white colored. Perhaps a terrier/scottie dog mix running on the sidewalks. Ran away when we tried to approach gently <p/>Age: Unknown<p/>Found Near: 243rd  Ave NE & NE 14th St<p/>Found Date: 2025-02-23<p/>,
K25-176197,A723921,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2905667,In Public Home,,Cat,Over 1 year<p/>,Unknown,Domestic Shorthair,Black,"Jan 27, 2025",Date Found,33rd  Ave SW & SW 100th St,Seattle,,98146,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2905667,Image Copyright HLP Inc. 2025,"Description: Black panther-like cat, medium build. Very sleek.<p/>Age: Over 1 year<p/>Found Near: 33rd Ave SW and SW 100th St, Seattle WA  98146<p/>Found Date: 2025-01-27<p/>",
K25-176639,A724695,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2911588,LOST,Boosh,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Feb 25, 2025",Date Lost,175TH  AND STONE AVE N,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2911588,Image Copyright HLP Inc. 2025,"Description: Male tabby (brown, black, and white). Polydactal (extra toes) with white feet. White patch at neck /throat, green eyes and white whiskers. About 14 pounds. Green collar with tags. Microchipped as well. <p/>Age: Over 1 year<p/>Location Lost: 175th and Stone Ave N, Seattle WA  98133<p/>Lost Date: 2025-02-25<p/>",
K25-176537,A724505,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2910271,LOST,George,Cat,Under 1 year<p/>,Male,Domestic Mediumhair,Unknown,"Feb 22, 2025",Date Lost,300 block of  S St SE,Auburn,,98002,AUBURN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2910271,Image Copyright HLP Inc. 2025,"Description: Orange and white domestic medium hair altered male cat. <p/>Age: Under 1 year<p/>Location Lost: 169th Ave SE, Enumclaw WA  98022<p/>Lost Date: 2025-02-22<p/>",
K25-176330,A724128,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2907226,LOST,Esther,Dog,Over 1 year<p/>,Female,German Shepherd,Black,"Feb 14, 2025",Date Lost,30200 block of  148TH AVE SE,,,98042,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2907226,Image Copyright HLP Inc. 2025,"Description: Female Australian Shepherd, black and white with brown <p/>Age: Over 1 year<p/>Location Lost: 30256 148th ave s e, Kent WA  98042<p/>Lost Date: 2025-02-14<p/>",
K25-176449,A724341,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A724341,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Rojo,Dog,2 YEARS,Neutered Male,German Shepherd / Mix,Red,"Feb 19, 2025",Received on,18800 block of  276TH AVE SE,ISSAQUAH,WA,98027,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724341,Image Copyright HLP Inc. 2025,"Received on: 2025-02-19<p/> Found Near: 18800 block of  276TH AVE SE<p/> Description: Red Neutered Male German Shepherd / Mix Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-175896,A723260,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2900845,LOST,Dulce (dool-,Cat,Over 1 year<p/>,Female,Domestic Shorthair,White,"Jan 25, 2025",Date Lost,"SE  160TH ST AND 123 AVE SE RENTON, WA",,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2900845,Image Copyright HLP Inc. 2025,"Description: Dulce is white with tabby spots/patches, she has a light brown patch of fur on her chin, a BLACK heart shaped nose, green eyes, black toes beans. She currently has a shaved patch of fur on her left side from a recent vet visit. <p/>Age: Over 1 year<p/>Location Lost: SE 160th st and 123 ave SE Renton, Wa, Renton WA  98058<p/>Lost Date: 2025-01-25<p/>",
K25-176136,A678207,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A678207,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Duke,Dog,4 YEARS,Neutered Male,Pit Bull,Black / White,"Feb 07, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A678207,Image Copyright HLP Inc. 2025,"Received on: 2025-02-07<p/> Description: Black / White<p/>  Neutered Male Pit Bull Dog<p/> Age: 4 YEARS<p/> Adoption Fee: $30<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Duke and I am available for adoption.<p/><p/>I am a sweet, goofy boy looking for a home to call my own.<p/><p/>I love to play in the yard with toys and will quickly win you over when you hear my adorable snorts. :)<p/><p/>I am very smart! At the shelter I am practicing how to `sit`, `stay`, `come`, `down` and `shake`.<p/><p/>I am an affectionate love bug who would be thrilled to cuddle up with you at home!<p/><p/>My caregivers have noticed that I seem to do well with other dogs around my size. I came in with my pal Rambo. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/>I weigh 60 lbs and am considered a medium breed dog.<p/>",
K25-176733,A724894,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2913056,LOST,Luna/lily,Dog,Under 1 year<p/>,Female,Maltese,White,"Mar 02, 2025",Date Lost,300 block of  S St SE,Auburn,,98002,AUBURN,47.30568,-122.206719,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2913056,Image Copyright HLP Inc. 2025,"<p/>Age: Under 1 year<p/>Location Lost: 24th ave south , Seattle WA  98168<p/>Lost Date: 2025-03-02<p/>",
K25-176251,A724039,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2906559,LOST,Kingdom,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Feb 12, 2025",Date Lost,22300 block of  NE 9TH DR,Sammamish,,98074,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2906559,Image Copyright HLP Inc. 2025,"Description: He is an orange tabby with a fully orange coat, weighing about 14 lbs, with a slim body and long limbs. A distinctive feature is his left ear, which has a missing piece. He also has a small, subtle patch of white fur on his neck. Kingdom is friendly but may be shy around strangers. He might respond to his name, especially if offered food.<p/>Age: Over 1 year<p/>Location Lost: 22321 Northeast 9th Drive, Sammamish WA  98074<p/>Lost Date: 2025-02-12<p/>",
K24-175210,A721917,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2888834,LOST,Snowflake,Dog,Over 1 year<p/>,Female,Maltese,White,"Dec 29, 2024",Date Lost,12800 block of  AMBAUM BLVD SW,Burien,,98146,BURIEN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2888834,Image Copyright HLP Inc. 2025,"Description: She’s small weighs between 4-4.7 lbs mainly white with black and tan around her face. She loves to turn around and being held she’s very social <p/>Age: Over 1 year<p/>Location Lost: 12845 Ambaum Blvd SW Burien, WA  98146, Seattle WA  98146<p/>Lost Date: 2025-12-26<p/>",
K25-176710,A724811,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2912493,In Public Home,,Dog,Over 1 year<p/>,Male,American Bulldog,Brown,"Feb 28, 2025",Date Found,98023 98023,,,98023,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2912493,Image Copyright HLP Inc. 2025,"<p/>Age: Over 1 year<p/>Found Near: Hoyt rd and SW329th way, Federal Way WA  98023<p/>Found Date: 2025-02-28<p/>",
K25-176672,A724761,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,4 WEEKS,Female,Domestic Longhair,Brn Tabby / White,"Feb 28, 2025",Received on,3500 block of  S 188TH ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724761,Image Copyright HLP Inc. 2025,Received on: 2025-02-28<p/> Found Near: 3500 block of  S 188TH ST<p/> Description: Brn Tabby / White Female Domestic Longhair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K25-176520,A724470,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2909994,LOST,Charlemagne,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Feb 19, 2025",Date Lost,98058 98058,,,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2909994,Image Copyright HLP Inc. 2025,"Description: He is missing hair on legs and stomach, he is a tabby <p/>Age: Over 1 year<p/>Location Lost: MLK and sunset blvd , Renton WA  98057<p/>Lost Date: 2025-02-19<p/>",
K25-175994,A723473,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2902328,LOST,Mochi,Dog,Over 1 year<p/>,Male,Chihuahua - Long Haired,Unknown,"Jan 31, 2025",Date Lost,32100 block of  NE 136TH ST,,,98019,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2902328,Image Copyright HLP Inc. 2025,"Description: Mochi is about 6lbs black and white color and long hair. He's a little shy at first. Microchiped. Be is a beloved child's pet and family memeber <p/>Age: Over 1 year<p/>Location Lost: 32102 NE 136th street, Duvall WA  98019<p/>Lost Date: 2025-01-31<p/>",
K25-176708,A724809,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A724809,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,1 YEAR,Female,German Shepherd,Black / Tan,"Mar 01, 2025",Received on,7000 block of  396TH DR SE,SNOQUALMIE,WA,98065,SNOQUALMIE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724809,Image Copyright HLP Inc. 2025,"Received on: 2025-03-01<p/> Found Near: 7000 block of  396TH DR SE<p/> Description: Black / Tan Female German Shepherd Dog<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-176716,A724827,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2912689,LOST,Luna Or Lily,Dog,Under 1 year<p/>,Female,Maltese,White,"Mar 02, 2025",Date Lost,300 block of  S St SE,Auburn,,98002,AUBURN,47.30568,-122.206719,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2912689,Image Copyright HLP Inc. 2025,"Description: Small white maltipoo with some tan spots <p/>Age: Under 1 year<p/>Location Lost: 24th ave s , Seattle WA  98168<p/>Lost Date: 2025-03-02<p/>",
K25-176179,A723898,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A723898,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Porky,Cat,1 YEAR,Neutered Male,Domestic Shorthair,Black / White,"Feb 09, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A723898,Image Copyright HLP Inc. 2025,"Received on: 2025-02-09<p/> Description: Black / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Porky and I am available for adoption!<p/><p/>I am a shy cat who came from a small hording situation, so I am not used to being the center of attention. A quiet home with lots of love, patience, and maybe another cat will help me warm up.<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/>",
K25-176385,A724223,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2908070,LOST,Maui,Cat,Over 1 year<p/>,Unknown,Bengal,Brown,"Feb 02, 2025",Date Lost,31400 block of  West Lake Morton Dr SE,King County,,98042,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2908070,Image Copyright HLP Inc. 2025,"Description: Red collar with an AirTag and cat head shaped, red fish on collar if still on. <p/>Age: Over 1 year<p/>Location Lost: 31445-31447 W Lake Morton Dr SE, Kent WA  98042<p/>Lost Date: 2025-02-02<p/>",
K25-176310,A724093,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2906914,In Public Home,,Cat,Unknown<p/>,Male,Domestic Shorthair,Unknown,"Feb 12, 2025",Date Found,116TH  & SE 208TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2906914,Image Copyright HLP Inc. 2025,"Description: White with greyish black spots<p/>Age: Unknown<p/>Found Near: 116th & SE 208th St, Kent WA  98031<p/>Found Date: 2025-02-12<p/>",
K25-176450,A724342,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Cassie,Dog,7 YEARS,Spayed Female,German Shepherd / Mix,Black / Tan,"Feb 19, 2025",Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724342,Image Copyright HLP Inc. 2025,"Received on: 2025-02-19<p/> Description: Black / Tan Spayed Female German Shepherd / Mix Dog<p/> Age: 7 YEARS<p/> Adoption Fee: $30<p/> Current Location: In RASKC Foster Home <p/>Hello there! My name is Cassie. I came to RASKC as a stray and now I'm looking for a new home. <p/><p/>Nothing is known about my past but my scars and missing hind foot seem to suggest I may have had a rough life. I can be shy of new people and it takes awhile for me to trust, but once I do I am a calm and easy going companion. I'm highly food motivated and will snatch up treats as quickly as possible. I'm most likely to succeed in a calm and predictable home that can give me time to adjust, respect my boundaries and give me a taste of the easy life. <p/><p/>Building trust and a relationship with me will be a process but who doesn't love a good adventure? I'm sure I'll be a loyal friend to whoever takes the time to get to know me. <p/><p/>I am a gentle who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/>",
